start	end	text
270000	276000	which can possibly suppress the cooling flow
276000	278000	and solve the cooling flow problem.
278000	280000	These proposals include
280000	282000	Stata Feedback,
282000	284000	Fully Microphysics,
284000	286000	Cosmic Ray,
286000	288000	which is the cosmic ray from the supernova,
288000	293000	which is the cosmic ray from the supernova,
293000	295000	or Morphological Quenching,
295000	296000	or AGM Feedback.
296000	298000	AGM Feedback is the feedback
298000	300000	generated by the supermassive black hole
300000	302000	in the middle of the galaxy.
302000	306000	To be more specific,
306000	308000	Stata Feedback,
308000	312000	which is more likely to be related to the cooling flow problem,
312000	315000	is Type Ionized Supernova, or AGB Wings.
315000	317000	AGB Wings is a Stata Wing,
317000	320000	which is the continuous energy generated by the galaxy.
320000	325000	It will heat up or provide momentum to the surrounding gas.
325000	327000	Type Ionized Supernova,
327000	334000	which is the supernova explosion of older stars,
335000	337000	is usually Type Ionized Supernova.
337000	339000	We care more about AGB Wings
339000	341000	or Type Ionized Supernova
341000	343000	because these galaxies,
343000	344000	as I just said,
344000	346000	these massive galaxies are usually quenched,
346000	348000	so their star formation rate is very low.
348000	354000	So very few stars are just produced.
354000	356000	Most of the stars are very old stars.
356000	357000	These older stars,
357000	360000	their Stata Wings are usually AGB Wings.
360000	365000	Type Ionized Supernova is usually Type Ionized Supernova.
365000	369000	These things can provide energy to the surrounding gas,
369000	373000	and either kick them to a place
373000	375000	that is farther away from the center of the galaxy,
375000	378000	or re-heat them.
378000	381000	Another possibility is Fluid Microphysics.
381000	385000	This includes magnetic field, conduction,
385000	388000	especially magnetic field and conduction.
388000	394000	Magnetic field can provide additional energy
394000	397000	and provide additional pressure
397000	403000	to suppress the cooling flow.
403000	406000	This is another possibility.
406000	408000	Indeed, in some parts of the galaxy,
408000	412000	we can see that the magnetic field's energy density
412000	414000	is similar to the thermal energy density
414000	416000	in Equipartition.
416000	418000	So the magnetic field is very important.
418000	420000	Another possibility is Conduction.
420000	425000	If the conduction is very strong,
425000	427000	usually the picture looks like this.
427000	432000	When gas starts to move from the universe
432000	436000	to a place where the potential of the galaxy is affected,
436000	439000	it will be shocked to a higher temperature.
439000	443000	So the higher the quality of the star,
443000	446000	the higher the temperature will be.
446000	449000	So if the conduction is very strong,
449000	454000	it can transfer the heat from the hot part
454000	457000	to the cold part in the middle,
457000	461000	and then re-heat the gas that has been cooled to the middle.
461000	465000	So conduction is also a proposed idea in the literature.
465000	469000	It is possible to solve the cooling flow problem.
469000	472000	The third one is Cosmic Current Supernova.
472000	475000	Cosmic Current is usually generated by shock.
475000	477000	Because Supernova provides a lot of energy,
477000	479000	it will shock the gas next to it,
479000	481000	and then there will be a lot of protons
481000	485000	being added at a higher speed.
485000	489000	What we are talking about here is mainly related to
489000	493000	the Cosmic Current Proton of GEV.
493000	496000	Usually 10% of Supernova Energy
496000	499000	may be generated in the form of Cosmic Current.
499000	504000	On the one hand, Cosmic Current can heat the surrounding gas.
504000	507000	There may be Streaming in the channel.
507000	510000	Streaming is when the Cosmic Current and gas
510000	513000	are not completely synchronized,
513000	516000	it will generate all kinds of instability,
516000	518000	and then through this instability,
518000	521000	it will dissipate energy and heat the surrounding gas.
521000	523000	On the other hand, there is the Hadron Collider.
523000	526000	That is, the Cosmic Current will collide with the gas,
526000	528000	and energy will be generated in this respect.
528000	530000	Then there is Pressure Support.
530000	535000	Cosmic Ray also provides extra pressure.
535000	539000	It can also suppress the cooling flow,
539000	545000	preventing the gas from moving in the middle of the star system.
545000	550000	Another proposed idea is Morphological Clutching.
550000	552000	On the one hand, we observe that
552000	560000	when the distribution of stars is relatively round,
560000	562000	the star formation rate is usually lower,
562000	565000	and the star formation rate is higher when the distribution is more disc-like.
565000	567000	But someone also proposed that
567000	570000	maybe we just need to change the distribution of the star system,
570000	572000	so that the gas can be stabilized,
572000	575000	and then it will not move in the middle of the star system,
575000	579000	and it can suppress the cooling flow,
579000	582000	suppress the speed of star formation,
582000	584000	and then solve this problem.
584000	589000	The part on the left is non-AGM feedback,
589000	597000	which is the mechanism that has nothing to do with the huge black hole in the middle of the star system.
597000	599000	On the other hand,
599000	603000	the most popular idea is AGM feedback.
604000	613000	AGM feedback is the feedback generated by the huge black hole in the middle of the star system to the surrounding gas.
613000	616000	This picture is like this.
616000	620000	When the gas continues to accrete into the black hole in the middle,
620000	628000	some of the energy will be fed back to the surrounding gas.
628000	631000	On the one hand, it may provide momentum,
631000	633000	or gas around the heating,
633000	634000	or gas around the shock,
634000	636000	and produce a lot of cosmic rays.
636000	639000	On the other hand, it may also stir those gases,
639000	642000	and then produce more turbulence,
642000	647000	and then it may also suppress the cooling flow.
647000	649000	In my next talk,
649000	656000	I will gradually say why these on the left are not important.
656000	661000	The feedback on the right is related to AGM feedback,
661000	666000	which is the feedback related to the huge black hole in the middle of the star system.
666000	668000	It may be more important,
668000	673000	especially the two aspects of cosmic rays and turbulence.
673000	676000	This is my next talk outline.
676000	679000	I will first talk about how we set up these simulations.
679000	681000	Then I will talk one by one,
681000	683000	such as Stata Feedback,
683000	684000	Fluid Microphysics,
684000	685000	Cosmic Ray,
685000	686000	Morphological Quenching,
686000	687000	and AGM Feedback.
687000	688000	I will talk one by one,
688000	691000	why each one is important or not.
691000	693000	This is the setup of the simulation.
693000	695000	We study this problem.
695000	697000	As I just said,
697000	704000	this problem is usually more important in galaxies with a quality higher than L-star galaxy.
704000	709000	L-star galaxy is probably the Milky Way-sized galaxy.
709000	712000	Its solar mass is about 10 to 12 quadrilaterals.
712000	714000	We have tried three cases,
714000	715000	10 to 12 quadrilaterals,
715000	716000	10 to 13 quadrilaterals,
716000	717000	and 10 to 14 quadrilaterals.
717000	720000	We use Idealized Isolated Galaxy Simulation.
720000	723000	We made our own galaxy,
723000	725000	and then we started from an initial condition.
725000	728000	Then we add different feedback,
728000	730000	or as I just said,
730000	731000	those physics go in,
731000	736000	and then our initial condition is the initial condition based on observation.
736000	740000	If you don't have any mechanism to suppress the cooling flow problem,
740000	743000	the cooling flow problem will occur.
743000	746000	As shown in the previous picture,
746000	748000	there will be too much star formation.
748000	751000	So if you let the initial condition evolve,
751000	754000	it will soon be inconsistent with the observation.
754000	756000	We use this initial condition,
756000	760000	and then we add the static feedback,
760000	761000	free microphysics,
761000	762000	and AGM feedback.
762000	767000	We try to see if there is any way to maintain it in the simulation,
767000	770000	to maintain it in line with the observation.
770000	773000	The cooling flow will not be too strong,
773000	776000	and there will not be too many stars.
776000	778000	In our initial condition,
778000	780000	we have pre-set,
780000	781000	and based on the observation,
781000	784000	we manually set the Dark Matter Halo,
784000	785000	the star,
785000	786000	the Static Disk,
786000	787000	the Static Bulge,
787000	788000	and the Gas Disk.
789000	793000	This is the gas around the star,
793000	796000	and we have a pressure-supported Hot Halo,
796000	799000	which is the entire star,
799000	802000	this huge amount of star,
802000	806000	there will be a gas Halo covering the entire galaxy,
806000	808000	the entire galaxy.
808000	812000	Basically, it should be pressure-supported,
813000	818000	the pressure compensates the gravitational force,
818000	821000	and it should be a pressure-supported Hot Halo,
821000	822000	this is our initial condition.
822000	824000	The picture on the right shows that
824000	827000	the axis on the left is X-ray Luminosity,
827000	829000	and the axis on the right is Halo Mass.
829000	835000	These three black dots are our initial conditions.
835000	836000	You can see that
836000	845000	the X-ray Luminosity is based on the observed data.
850000	851000	In our simulation,
851000	852000	we use Gizmo,
852000	854000	which has gravity,
854000	857000	and all kinds of feedback are already in there,
857000	861000	and there will be a Hydro Code.
861000	864000	As for the Star Feedback,
864000	866000	we use the FIRE Star Feedback Model,
866000	872000	which is a very good Star Feedback Model.
872000	876000	It includes Supernova,
876000	877000	Star Winds,
877000	878000	Photonization,
878000	879000	Photoelectric Heating,
879000	881000	and Radiational Pressure.
881000	884000	For the cooling of the gas,
884000	888000	we follow it from 10K to 12-14K,
888000	892000	so the gas can cool from 12-14K to 10K.
893000	896000	We use different cooling methods to cool the gas.
896000	898000	As for the Star Formation,
898000	901000	when the gas cools and becomes dense,
901000	902000	it can produce stars.
902000	907000	We only allow the gas to meet the following conditions.
907000	912000	The gas must be self-gravitating and molecular,
912000	918000	and its density must be greater than 100 particles per cubic centimeter,
918000	922000	so that it can produce stars.
922000	924000	As for Cosmic Ray,
924000	930000	we model it as an extra fluid,
930000	935000	assuming that it is in line with the flow of the Hydro Code,
935000	938000	and we try to model it as GEV Cosmic Ray.
938000	940000	Cosmic Ray can do some things,
940000	942000	such as PDP work,
943000	945000	which means that it will have pressure
945000	948000	and will make contact with other gases.
948000	955000	It will diffuse to the surroundings,
955000	958000	and it will have a relative movement with the gas,
958000	961000	which will produce various kinds of stability,
961000	963000	and will lose some energy,
963000	965000	and heat up these gases.
965000	968000	Similarly, it will collide with the gas,
969000	971000	and it will heat up those gases,
971000	973000	and it will lose Cosmic Ray energy,
973000	977000	but it will provide heat energy to the gas.
977000	980000	First, let's talk about Static Feedback.
980000	983000	Is Static Feedback useful for cooling flow problems?
983000	987000	As we said, we have 12 quadrants, 13 quadrants, 14 quadrants,
987000	989000	and three different runs.
989000	994000	We usually enable M12, M13, and M14.
995000	999000	We have two different simulations for M12 and M13.
999000	1001000	The first one is Default Run,
1001000	1003000	which has FIRE Static Feedback,
1003000	1005000	which also includes Static Feedback.
1005000	1007000	The other one is No Feedback Run,
1007000	1009000	which has no Static Feedback.
1009000	1014000	As we said, in Static Feedback,
1014000	1016000	we believe that Type Ionized Supernova
1016000	1018000	and AGB Wink are more important,
1018000	1019000	so we added more.
1019000	1020000	In addition to Default Run,
1020000	1022000	which has Static Feedback and No Feedback Run,
1022000	1024000	we also have Type Ionized Supernova Run.
1024000	1027000	We only enable Type Ionized Supernova.
1027000	1031000	Static Feedback has various channels,
1031000	1034000	so we only enable Type Ionized Supernova in this run.
1034000	1037000	In the other run, we only enable AGB Wink.
1037000	1042000	Then we start running from Initial Condition
1042000	1045000	based on the relative situation.
1045000	1047000	Let's see what the result is.
1047000	1048000	This is the result.
1048000	1053000	This is the result based on the situation mentioned above.
1053000	1055000	The result is the star formation rate,
1055000	1057000	which is the speed of the star formation.
1057000	1061000	You can see that the biggest difference is the black line.
1061000	1066000	The black line is the run with all Static Feedback.
1066000	1069000	The red line has no Static Feedback,
1069000	1072000	which means there is no Static Feedback at all.
1072000	1075000	The difference between the two is mainly in the beginning.
1075000	1077000	Without Static Feedback,
1077000	1080000	the gas stored in the center of the star will cool down very quickly
1080000	1084000	and then explore the center of the star
1084000	1086000	and produce too many stars.
1086000	1091000	You can see that there is a very high star formation rate at the beginning.
1091000	1094000	After the gas in the middle is gradually used up,
1094000	1098000	the remaining star formation is
1098000	1102000	then from the gas at a further distance from the beginning
1102000	1104000	to the cooling flow
1104000	1108000	and then cool down to the center of the gas to produce stars.
1108000	1111000	You can see that even though Static Feedback
1111000	1114000	suppressed the star formation rate at the beginning,
1114000	1116000	but later, at the end of the simulation,
1116000	1118000	you can see that in all the runs,
1118000	1121000	the star formation rate is still very high,
1121000	1126000	from several solar max per year to dozens of solar max per year.
1126000	1129000	It can't completely solve the cooling flow problem.
1129000	1132000	It still produces too many stars.
1132000	1139000	Can you talk about the nominal observational rate you want to get?
1139000	1146000	Generally, a crunched galaxy can be suppressed to 10 to 0,
1146000	1149000	which is less than one solar max per year,
1149000	1154000	especially a 14-dimensional or larger galaxy.
1154000	1159000	But dozens of solar max per year is definitely too high.
1163000	1165000	Okay, go ahead.
1167000	1172000	So Static Feedback can't solve the cooling flow problem.
1172000	1175000	In all the runs, you can see that
1175000	1178000	at the end of the simulation,
1178000	1184000	the star formation rate of Static Feedback is getting smaller and smaller.
1184000	1188000	And no matter what, it still produces more than 10,
1188000	1190000	especially in more massive galaxies,
1190000	1195000	which are more than 10 to 14 solar max per year.
1195000	1197000	On the other hand, you can see that
1197000	1199000	only the run of Type Ion and Supernova
1199000	1201000	and only the run of AGB Wind,
1201000	1204000	which is the red line and the light blue line,
1204000	1207000	in the case of 14 dimensions,
1207000	1209000	the star formation history,
1209000	1211000	the process of star formation,
1211000	1213000	is basically the same as without feedback.
1213000	1217000	In other words, the contribution of Type Ion, Supernova, and AGB Wind is very small.
1217000	1219000	Why is that?
1219000	1221000	On the other hand,
1221000	1223000	we are trying to quantify
1223000	1225000	how many variables,
1225000	1227000	which are not documented,
1227000	1231000	are in the middle of the galaxy.
1231000	1234000	So the first line is quantified,
1234000	1237000	which is the Baryonic mass in the middle of the galaxy,
1237000	1240000	and its evolution over time.
1240000	1242000	You can see that
1242000	1244000	all the Baryonic mass changes over time
1244000	1246000	in the 30-kpc sphere,
1246000	1252000	in the 30-kpc sphere in the middle of the galaxy.
1252000	1254000	You can see that it goes up, of course.
1254000	1256000	If there is no stellar feedback,
1256000	1258000	you can see that the Baryonic mass
1258000	1260000	basically has no change in its evolution.
1260000	1262000	There are still so many gas,
1262000	1264000	so many baryons,
1264000	1266000	floating in the middle of the galaxy,
1266000	1268000	which is constantly rising.
1268000	1270000	Its rate of rise has not changed,
1270000	1272000	regardless of whether you have stellar feedback.
1272000	1274000	On the other hand,
1274000	1276000	we can see that the second line is quantified,
1276000	1278000	which is the hot gas,
1278000	1280000	which is the hotter gas,
1280000	1282000	over all the Baryonic mass.
1282000	1284000	What is the ratio?
1284000	1286000	You can see that
1286000	1288000	there is no stellar feedback,
1288000	1290000	and its hot gas
1290000	1292000	basically has no change.
1292000	1294000	The third line is changed.
1294000	1296000	The third line is cold gas or Baryonic mass,
1296000	1298000	which is the cold gas
1298000	1300000	in the Baryonic mass.
1300000	1302000	You can see that
1302000	1304000	there is no stellar feedback.
1304000	1306000	Basically, very little gas
1306000	1308000	is in the cold gas phase.
1308000	1310000	Its ratio is very low.
1310000	1312000	What happens?
1312000	1314000	When the gas cools down,
1314000	1316000	if there is no stellar feedback,
1316000	1318000	it will quickly turn into a star.
1318000	1320000	Then you will have too many stars.
1320000	1322000	But this also shows that
1322000	1324000	your stellar feedback
1324000	1326000	basically changes
1326000	1328000	how much cold gas
1328000	1330000	turns into a star,
1330000	1332000	but it does not change
1332000	1334000	how much hot gas,
1334000	1336000	and it does not change
1336000	1338000	the total Baryons
1338000	1340000	in the middle of the galaxy.
1340000	1342000	So you didn't solve the cooling flow problem.
1342000	1344000	You just changed
1344000	1346000	the ratio between the cold gas
1346000	1348000	and the stars.
1348000	1350000	You didn't change
1350000	1352000	the Baryons
1352000	1354000	in the middle of the galaxy.
1354000	1356000	So you didn't solve the cooling flow problem.
1356000	1358000	Why is
1358000	1360000	the cooling stellar feedback
1360000	1362000	not efficient?
1362000	1364000	Here we use
1364000	1366000	the M14 galaxy
1366000	1368000	to explain.
1368000	1370000	In the upper left corner,
1370000	1372000	we plot the
1372000	1374000	total cooling rate
1374000	1376000	as a function of time.
1376000	1378000	In the upper right corner,
1378000	1380000	we plot the total energy input,
1380000	1382000	which is the energy provided by stellar feedback.
1382000	1384000	You can see that
1384000	1386000	all the energy provided by stellar feedback
1386000	1388000	is not enough
1388000	1390000	to compensate for the cooling.
1390000	1392000	The stellar feedback
1392000	1394000	is to provide energy
1394000	1396000	to either move the gas farther away,
1396000	1398000	or provide the surrounding gas
1398000	1400000	in the form of motion or heat.
1400000	1402000	But the gas loses energy
1402000	1404000	with a greater rate,
1404000	1406000	and the cooling rate is always higher.
1406000	1408000	So in this situation,
1408000	1410000	stellar feedback cannot provide
1410000	1412000	enough energy to compensate
1412000	1414000	for the cooling.
1414000	1416000	So the cooling flow problem will continue to occur.
1416000	1418000	But if you try to quantify
1418000	1420000	how much energy
1420000	1422000	all kinds of stellar feedback contribute,
1422000	1424000	in the lower panel,
1424000	1426000	the lower left corner is the energy
1426000	1428000	contributed by Supernova,
1428000	1430000	and the lower right corner is the energy
1430000	1432000	contributed by Stellar Wind.
1432000	1434000	The first line corresponds to
1434000	1436000	the energy produced by younger stars.
1436000	1438000	The second line corresponds to
1438000	1440000	the energy produced by older stars.
1440000	1442000	As you can see,
1442000	1444000	because stellar feedback
1444000	1446000	does not fundamentally solve
1446000	1448000	the cooling flow problem,
1448000	1450000	the star condition is still very high.
1450000	1452000	So the most energy
1452000	1454000	in this simulation
1454000	1456000	is still the energy
1456000	1458000	generated by the supernova explosion
1458000	1460000	of younger stars.
1460000	1462000	So this is still the maximum energy.
1462000	1464000	But even if you have
1464000	1466000	so many young supernova explosions,
1466000	1468000	the energy generated
1468000	1470000	is still far less than the cooling rate.
1470000	1472000	Because
1472000	1474000	the energy generated by
1474000	1476000	those older stars is
1476000	1478000	not only Type Ia Supernova,
1478000	1480000	but also AgV Wind.
1480000	1482000	So it is impossible
1482000	1484000	for Type Ia Supernova
1484000	1486000	and AgV Wind
1486000	1488000	to have too much influence
1488000	1490000	on the cooling flow.
1490000	1492000	This also explains why
1492000	1494000	we only run Type Ia Supernova
1494000	1496000	and AgV Wind.
1496000	1498000	The star condition history
1498000	1500000	is basically the same
1500000	1502000	without any feedback.
1502000	1504000	I have a question.
1516000	1518000	Hello?
1518000	1520000	Hello?
1520000	1522000	Hello?
1522000	1524000	I can't hear you.
1524000	1526000	What's wrong?
1528000	1530000	Hello?
1530000	1532000	Hello?
1532000	1534000	I can hear you.
1534000	1536000	How are you?
1536000	1538000	Hello?
1538000	1540000	I just cut off.
1540000	1542000	Sorry. Can you hear me?
1542000	1544000	I can hear you.
1544000	1546000	There are some spikes on the two curves.
1546000	1548000	The spikes are actually very large.
1548000	1550000	The spikes on the log scale are bulging like this.
1550000	1552000	What is that?
1552000	1554000	Do you know the other three lines below?
1554000	1556000	Which spikes are you talking about?
1556000	1558000	The two lines
1558000	1560000	in the upper left panel
1560000	1562000	are the default
1562000	1564000	and low metallicity.
1564000	1566000	Default
1566000	1568000	and low metallicity.
1568000	1570000	So the cooling rate is...
1570000	1572000	I'm talking about those
1572000	1574000	small edges.
1574000	1576000	It's not that large.
1576000	1578000	It's just that
1578000	1580000	there are some fluctuations
1580000	1582000	based on the gas
1582000	1584000	at that time.
1584000	1586000	So it's not a special event.
1586000	1588000	You think it's just
1588000	1590000	a normal fluctuation.
1590000	1592000	Yeah, I think it's normal.
1592000	1594000	I didn't look closely.
1594000	1596000	It's probably the same as my average time scale.
1596000	1598000	But yeah, it's probably just...
1598000	1600000	Oh, okay.
1600000	1602000	I thought it was a special event.
1602000	1604000	And the other three are not.
1604000	1606000	No, I think it's okay.
1606000	1608000	Okay, okay.
1608000	1610000	Okay, thank you.
1610000	1612000	Yeah, those two
1612000	1614000	have a complete set of feedback.
1614000	1616000	Maybe it's just that time.
1616000	1618000	The set of feedback is a little stronger.
1618000	1620000	Or there's some gas
1620000	1622000	that's denser, and the cooling rate is stronger.
1622000	1624000	I didn't look closely.
1624000	1626000	But I think it's okay.
1626000	1628000	It's not that big.
1628000	1630000	Usually, there are some fluctuations at the scene.
1630000	1632000	That's another question.
1632000	1634000	The set of feedback is another question.
1634000	1636000	It may actually provide energy
1636000	1638000	to the Galaxy
1638000	1640000	to reheat the gas.
1640000	1642000	But in fact,
1642000	1644000	it also produces a lot of metal.
1644000	1646000	In astronomy, when we say metal,
1646000	1648000	we mean any element
1648000	1650000	greater than helium.
1650000	1652000	Any element greater than helium.
1652000	1654000	Because the set of feedback
1654000	1656000	produces a lot of heavier elements.
1656000	1658000	These heavier elements
1658000	1660000	can make the cooling rate
1660000	1662000	cooler.
1662000	1664000	It makes the gas easier to cool.
1664000	1666000	On the left,
1666000	1668000	we see two lines.
1668000	1670000	One line is the default run.
1670000	1672000	It's a normal run.
1672000	1674000	The other line is where we deliberately
1674000	1676000	put its heavier elements
1676000	1678000	in the Galaxy.
1678000	1680000	It's very, very low.
1680000	1682000	You can see if there's any of these metals.
1682000	1684000	Its star formation rate
1684000	1686000	can actually be quite different.
1686000	1688000	So,
1688000	1690000	these metals are basically
1690000	1692000	consistently from the set of feedback.
1692000	1694000	So, we can say that
1694000	1696000	the set of feedback
1696000	1698000	is basically possible to
1698000	1700000	make the cooling flow problem
1700000	1702000	worse.
1702000	1704000	Because these heavier elements
1704000	1706000	induce the gas to cool down.
1706000	1708000	So, the set of feedback doesn't work.
1708000	1710000	Let's look at magnetic field conduction
1710000	1712000	in Cosmic Graviton Supernova.
1712000	1714000	So,
1714000	1716000	let's look at these heavy elements one by one.
1716000	1718000	In the case of 10, 12, and 13,
1718000	1720000	we have a default run.
1720000	1722000	It has a fire set of feedback.
1722000	1724000	It only has a fire set of feedback.
1724000	1726000	It doesn't have any other fully microphysics.
1726000	1728000	We also have another all-microphysics run.
1728000	1730000	It has a fire set of feedback,
1730000	1732000	magnetic field, conduction, and viscosity.
1732000	1734000	In the Galaxy of 10, 12, and 14,
1734000	1736000	in addition to the default
1736000	1738000	and all-microphysics run,
1738000	1740000	we have another run,
1740000	1742000	which is all-microphysics plus Supernova.
1742000	1744000	In addition to the all-microphysics run,
1744000	1746000	we have a fire set of feedback,
1746000	1748000	magnetic field, conduction,
1748000	1750000	and viscosity.
1750000	1752000	We also have 10% of Supernova energy
1752000	1754000	in Cosmic Graviton.
1758000	1760000	I have a question about
1760000	1762000	Supernova.
1762000	1764000	I'm actually very surprised
1764000	1766000	that this is a hypothesis.
1766000	1768000	Because this can be estimated,
1768000	1770000	right?
1770000	1772000	If you observe the rate,
1772000	1774000	you can estimate the energy budget.
1774000	1776000	You can see the luminosity
1776000	1778000	and know the rate.
1778000	1780000	Can you estimate the energy budget
1780000	1782000	to solve this problem?
1782000	1784000	Or is it just a qualitative
1784000	1786000	possibility?
1786000	1788000	When we were doing this project,
1788000	1790000	we basically believed
1790000	1792000	that this was impossible to solve.
1792000	1794000	Some papers
1794000	1796000	tried to propose
1796000	1798000	that Supernova
1798000	1800000	had enough energy.
1800000	1802000	Their approach was
1802000	1804000	to compare the total cooling rate
1804000	1806000	in the center of the star
1806000	1808000	with the energy input
1808000	1810000	of the stellar feedback.
1810000	1812000	They found that
1812000	1814000	the stellar feedback
1814000	1816000	had enough energy.
1816000	1818000	But our point is
1818000	1820000	that even in the very,
1820000	1822000	very middle part,
1822000	1824000	it's possible that it's enough.
1824000	1826000	In fact, the gas
1826000	1828000	next to it is very, very large.
1828000	1830000	In the outer part,
1830000	1832000	the gas will continue to cool
1832000	1834000	and go to the center of the star.
1834000	1836000	But your star is only
1836000	1838000	in the center of the halo.
1838000	1840000	So you should calculate
1840000	1842000	the entire cooling rate
1842000	1844000	of the entire halo,
1844000	1846000	not the cooling rate
1846000	1848000	where the star is distributed.
1848000	1850000	Because you are
1850000	1852000	highly biased to
1852000	1854000	this kind of very, very localized
1854000	1856000	calculation.
1856000	1858000	Their estimate
1858000	1860000	is that
1860000	1862000	the energy input
1862000	1864000	and cooling rate
1864000	1866000	in the center of the star
1866000	1868000	will continue to cool
1868000	1870000	and go to the center of the star.
1870000	1872000	So you should compare
1872000	1874000	the entire cooling gas.
1874000	1876000	We think that
1876000	1878000	this is not enough.
1878000	1880000	And our simulation
1880000	1882000	can't solve this problem.
1882000	1884000	Okay, you go on.
1884000	1886000	It depends on how you solve it.
1886000	1888000	Thank you.
1888000	1890000	So here we have
1890000	1892000	magnetic field conduction
1892000	1894000	with viscosity and cosmic ray.
1894000	1896000	This is the star
1896000	1898000	we simulated.
1898000	1900000	Is there any magnetic field?
1900000	1902000	The black line
1902000	1904000	has no magnetic field conduction,
1904000	1906000	and the blue line
1906000	1908000	has magnetic field conduction.
1908000	1910000	In the smaller galaxy,
1910000	1912000	there is magnetic field
1912000	1914000	conduction.
1914000	1916000	You can see that
1916000	1918000	the star condition
1918000	1920000	is a little less,
1920000	1922000	but only a little.
1922000	1924000	With cosmic ray,
1924000	1926000	the star condition
1926000	1928000	is slightly reduced,
1928000	1930000	but it is the same.
1930000	1932000	As time goes by,
1932000	1934000	you can see that
1934000	1936000	in the later time,
1936000	1938000	the star condition
1938000	1940000	is basically the same
1940000	1942000	as without cosmic ray.
1944000	1946000	If you continue to quantify
1946000	1948000	how much gas
1948000	1950000	is in the middle of the galaxy,
1950000	1952000	the bottom line is
1952000	1954000	total baryonic mass as a function of time,
1954000	1956000	and the top line is
1956000	1958000	hot gas mass over baryonic mass.
1958000	1960000	You can see that
1960000	1962000	with magnetic field conduction,
1962000	1964000	it is possible that
1964000	1966000	the total baryonic mass
1966000	1968000	in the middle of the galaxy
1968000	1970000	may be slightly suppressed
1970000	1972000	by magnetic field conduction,
1972000	1974000	but it is not
1974000	1976000	the difference between
1976000	1978000	the two.
1978000	1980000	There is no way to
1980000	1982000	solve this problem.
1982000	1984000	With cosmic ray,
1984000	1986000	you can see that
1986000	1988000	the gas in the middle
1988000	1990000	is slightly heated,
1990000	1992000	but it is not
1992000	1994000	the difference between
1994000	1996000	baryonic mass and
